Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Brazil,210.109899384623,205.04076826426,260.425653075282,292.252136324528,261.66661956418,261.354354519834,315.797202907062,347.493056109702,374.786775401462,403.884267342212,445.02310059739,504.749516124995,586.214404973525,775.273300345189,1004.10491009099,1153.8309583695,1390.62497537665,1567.00618230231,1744.25712944487,1908.48762658653,1947.27643012721,2132.8833173447,2226.76726079559,1570.5397473792,1578.92641703719,1648.08210438614,1941.49110905835,2087.3076054076,2300.37684355265,2908.49615806386,3100.28046842987,3975.39008935633,2596.91987612034,2791.20912422419,3500.61148991066,4748.21552893015,5166.16374470632,5282.00882754111,5087.152221014,3478.37272997644,3749.75324996168,3156.79871788773,2829.28319217077,3070.91049061377,3637.46238925733,4790.43708777366,5886.46358837728,7348.03079355548,8831.02311697566,8597.91535151623,11286.2430162457,13245.6124995448,12370.0242007149,12300.3225752233,12112.5903019529,8814.00098681261,8712.88704442864,9880.94654326324,8920.76210462979
Canada,2259.29428549881,2240.43303945853,2268.58534607908,2374.49844764883,2555.11114601309,2770.36180408145,3047.10614707958,3217.15929360795,3462.67887195794,3763.95337938417,4121.93280924889,4520.16286459833,5089.58792478217,5838.66091212262,7033.01103435653,7511.21134703936,8809.26463882445,8919.0574570796,9123.69132998671,10043.66094103,11170.5639653618,12337.4662493804,12481.8747874298,13425.1224888294,13877.9170763469,14114.8077599664,14461.0692388787,16308.9669663579,18936.9641024997,20715.631483174,21448.3619600057,21768.3432941828,20879.8483300891,20121.1612532855,19935.3814579208,20613.7878829216,21227.3475315896,21829.2334443229,20952.0694643937,22238.6645356943,24190.2496150045,23738.180723841,24169.2847344718,28200.6580773382,32034.3077408421,36266.1871235853,40385.869955477,44543.0410359004,46594.4509535289,40773.061528975,47450.3184700703,52101.7960864825,52542.3466648232,52504.655704109,50835.5111782446,43495.0543869902,42279.9008231637,45069.9272544324,46232.9896226967
United States,3007.12344537862,3066.56286916615,3243.84307754988,3374.51517105082,3573.94118474743,3827.52710972039,4146.31664631665,4336.42658722171,4695.92339043178,5032.14474262003,5234.2966662115,5609.38259952519,6094.01798986165,6726.35895596695,7225.69135952566,7801.45666356443,8592.25353727612,9452.57651914511,10564.9482220275,11674.1863100131,12574.7915062163,13976.1097504641,14433.787727053,15543.8937174925,17121.2254849995,18236.8277265009,19071.2271949295,20038.9410992658,21417.0119305191,22857.1544330056,23888.6000088133,24342.2589048189,25418.9907763319,26387.2937338171,27694.853416234,28690.8757013347,29967.7127181749,31459.139002483,32853.6769849268,34513.5615037271,36334.9087770589,37133.2428088526,38023.1611144021,39496.4858751381,41712.8010675545,44114.7477776705,46298.7314440927,47975.9676758856,48382.5584490552,47099.9804711343,48466.8233750801,49883.1139837344,51603.4972614412,53106.9097703155,55032.9579979166,56803.4724334919,57904.2019610641,59927.9298339535,62794.5856522398
